Order-Id,Item-id,Product-Id,Quantity,Sales-Id,Customer-Id,Sales-Price-Per-Prod
992,992,19,10,5,0,94
993,993,14,15,4,1,181
994,994,1,12,8,8,179
995,995,1,27,2,26,173
996,996,6,9,7,13,58
997,997,13,16,8,3,133
998,998,4,0,1,4,186
999,999,11,11,8,17,141
1000,1000,17,19,6,23,200
1001,1001,2,20,7,15,219
1002,1002,17,28,0,12,203
1003,1003,5,10,7,25,101
1004,1004,6,4,3,12,79
1005,1005,19,4,1,5,92
1006,1006,15,23,1,19,214
1007,1007,10,14,3,11,146
1008,1008,8,4,6,22,130
1009,1009,3,22,2,7,195
1010,1010,18,3,4,20,58
1011,1011,17,24,3,28,187
1012,1012,6,10,7,9,74
1013,1013,5,14,0,24,101
1014,1014,13,1,0,7,89
1015,1015,1,15,0,27,168
1016,1016,5,23,8,8,111
1017,1017,8,9,8,26,157
1018,1018,6,3,8,9,40
1019,1019,1,7,3,28,182
1020,1020,9,26,3,8,64
1021,1021,14,19,1,23,182
1022,1022,16,8,9,10,157
1023,1023,6,2,3,7,41
1024,1024,18,26,6,17,77
1025,1025,15,28,6,19,184
1026,1026,15,21,4,9,188
1027,1027,14,19,5,15,182
1028,1028,1,27,5,4,162
1029,1029,1,29,1,12,155
1030,1030,19,10,4,25,99
1031,1031,11,8,5,17,91
1032,1032,3,9,1,17,192
1033,1033,2,10,0,2,205
1034,1034,11,16,8,22,137
1035,1035,4,2,8,7,148
1036,1036,5,2,7,26,133
1037,1037,18,27,2,3,87
1038,1038,16,28,2,19,151
1039,1039,7,0,4,4,151
1040,1040,10,20,7,0,108
1041,1041,11,1,8,26,126
1042,1042,19,8,0,10,109
1043,1043,12,3,7,10,79
1044,1044,3,9,6,27,201
1045,1045,15,0,1,8,211
1046,1046,9,5,8,5,101
1047,1047,7,5,1,13,121
1048,1048,4,19,5,16,155
1049,1049,1,17,6,9,205
1050,1050,17,29,4,26,205
1051,1051,15,3,8,6,197
1052,1052,13,5,3,12,121
1053,1053,7,13,2,29,160
1054,1054,7,4,8,20,160
1055,1055,18,11,7,19,63
1056,1056,8,15,2,9,180
1057,1057,4,0,5,17,168
1058,1058,15,16,0,10,183
1059,1059,16,17,0,18,146
1060,1060,18,11,0,4,86
1061,1061,2,13,7,28,207
1062,1062,3,28,9,18,169
1063,1063,0,25,2,29,121
1064,1064,12,7,0,15,101
1065,1065,12,29,1,8,80
1066,1066,7,4,0,18,140
1067,1067,1,6,3,25,191
1068,1068,7,0,7,3,141
1069,1069,11,0,4,7,123
1070,1070,7,27,3,25,145
1071,1071,3,21,5,11,172
1072,1072,17,0,0,25,186
1073,1073,1,9,5,8,172
1074,1074,15,5,8,14,191
1075,1075,19,29,5,24,110
1076,1076,16,4,4,16,153
1077,1077,15,24,3,13,188
1078,1078,14,18,6,6,196
1079,1079,9,27,1,22,72
1080,1080,10,7,1,0,107
1081,1081,16,0,3,17,150
1082,1082,16,12,8,29,158
1083,1083,17,24,1,28,204
1084,1084,18,14,2,1,59
1085,1085,12,20,8,8,103
1086,1086,10,7,5,11,131
1087,1087,3,10,7,6,185
1088,1088,13,6,4,9,114
1089,1089,9,1,8,19,63
1090,1090,12,23,6,9,84
1091,1091,16,23,8,24,160
1092,1092,12,12,3,25,80
1093,1093,7,13,6,29,141
1094,1094,19,23,8,12,91
1095,1095,10,17,3,7,120
1096,1096,18,9,8,24,86
1097,1097,6,19,1,2,45
1098,1098,2,10,9,15,201
1099,1099,1,16,3,3,167
1100,1100,4,4,9,26,177
1101,1101,9,26,4,1,81
1102,1102,7,3,5,17,122
1103,1103,14,5,9,21,179
1104,1104,5,1,2,26,92
1105,1105,6,4,6,2,44
1106,1106,2,29,9,4,199
1107,1107,13,18,1,5,129
1108,1108,13,15,0,23,125
1109,1109,14,11,4,14,180
1110,1110,13,25,3,3,95
1111,1111,10,3,4,7,109
1112,1112,13,16,6,28,111
1113,1113,11,21,7,9,102
1114,1114,12,15,2,16,80
1115,1115,7,11,3,3,153
1116,1116,12,0,4,8,89
1117,1117,13,0,2,19,86
1118,1118,8,27,0,0,181
1119,1119,5,19,3,11,104
1120,1120,13,9,6,5,113
1121,1121,6,5,4,4,47
1122,1122,7,12,4,14,130
1123,1123,1,16,4,29,180
1124,1124,12,6,8,26,107
1125,1125,5,20,4,7,101
1126,1126,3,26,3,25,192
1127,1127,11,24,4,20,117
1128,1128,5,28,1,28,134
1129,1129,10,23,0,5,97
1130,1130,11,25,1,29,125
1131,1131,15,27,5,2,199
1132,1132,12,16,5,23,100
1133,1133,12,6,0,10,82
1134,1134,8,17,3,8,150
1135,1135,4,5,6,18,136
1136,1136,15,18,8,22,207
1137,1137,9,22,5,28,62
1138,1138,5,29,1,3,92
1139,1139,18,4,4,12,68
1140,1140,17,24,2,28,204
1141,1141,0,12,9,27,123
1142,1142,6,29,9,20,39
1143,1143,11,19,7,8,112
1144,1144,19,20,7,23,89
1145,1145,17,2,8,8,185
1146,1146,16,4,6,25,154
1147,1147,18,6,3,5,99
1148,1148,3,17,8,20,172
1149,1149,17,2,0,22,198
1150,1150,9,21,8,22,91
1151,1151,8,24,2,9,203
1152,1152,17,13,7,15,187
1153,1153,15,8,2,7,189
1154,1154,12,15,8,2,89
1155,1155,16,19,2,26,156
1156,1156,10,9,8,5,150
1157,1157,0,27,7,25,122
1158,1158,18,26,0,16,90
1159,1159,18,18,2,3,51
1160,1160,11,23,5,28,111
1161,1161,19,0,9,15,106
1162,1162,11,23,2,2,112
1163,1163,4,19,8,5,166
1164,1164,2,29,7,24,217
1165,1165,14,9,7,17,192
1166,1166,18,12,7,14,85
1167,1167,9,6,6,19,80
1168,1168,9,5,7,3,56
1169,1169,2,1,9,17,214
1170,1170,0,21,8,7,120
1171,1171,11,26,1,2,137
1172,1172,18,1,5,6,60
1173,1173,17,16,8,16,199
1174,1174,14,22,6,6,192
1175,1175,16,6,6,7,147
1176,1176,7,16,2,13,146
1177,1177,10,25,1,8,128
1178,1178,1,16,9,3,208
1179,1179,13,24,2,25,93
1180,1180,2,15,7,10,218
1181,1181,12,27,2,27,82
1182,1182,9,25,0,25,90
1183,1183,12,13,6,26,84
1184,1184,7,11,5,7,164
1185,1185,17,26,4,14,183
1186,1186,6,27,0,21,80
1187,1187,16,20,1,1,146
1188,1188,6,12,3,17,61
1189,1189,15,10,2,26,206
1190,1190,18,12,1,0,94
1191,1191,15,20,9,9,220
1192,1192,18,19,1,11,63
1193,1193,13,4,5,12,123
1194,1194,10,29,7,29,90
1195,1195,2,25,4,6,215
1196,1196,12,1,2,14,105
1197,1197,9,29,0,12,102
1198,1198,5,9,4,5,102
1199,1199,5,18,7,28,123
1200,1200,5,5,6,19,115
1201,1201,9,29,9,17,53
1202,1202,2,10,5,6,204
1203,1203,15,28,2,16,192
1204,1204,18,11,0,24,71
1205,1205,0,19,0,28,123
1206,1206,3,9,3,24,170
1207,1207,5,13,7,26,102
1208,1208,10,7,2,6,105
1209,1209,2,16,6,22,213
1210,1210,6,1,9,24,62
1211,1211,17,3,7,17,193
1212,1212,18,16,7,3,94
1213,1213,0,28,0,3,123
1214,1214,12,20,0,10,97
1215,1215,13,16,0,20,98
1216,1216,14,27,9,23,196
1217,1217,6,26,1,0,61
1218,1218,1,14,0,22,157
1219,1219,13,22,8,26,142
1220,1220,8,7,6,29,130
1221,1221,11,14,3,28,113
1222,1222,2,25,6,25,214
1223,1223,1,27,9,23,234
1224,1224,9,26,6,8,72
1225,1225,9,21,1,23,43
1226,1226,7,4,7,19,144
1227,1227,8,2,7,7,188
1228,1228,8,9,6,27,135
1229,1229,10,1,2,19,113
1230,1230,9,1,8,4,94
1231,1231,0,9,3,25,122
1232,1232,7,25,4,19,152
1233,1233,6,16,0,13,81
1234,1234,16,2,3,6,162
1235,1235,2,3,2,11,215
1236,1236,18,23,3,27,76
1237,1237,5,29,0,3,101
1238,1238,2,5,9,11,202
1239,1239,14,24,0,25,196
1240,1240,19,8,0,12,108
1241,1241,1,23,2,11,203
1242,1242,4,3,4,8,159
1243,1243,1,25,2,0,183
1244,1244,7,28,9,7,120
1245,1245,7,16,0,9,152
1246,1246,14,15,0,8,196
1247,1247,2,13,2,23,206
1248,1248,3,2,6,0,185
1249,1249,12,12,1,19,92
1250,1250,6,12,5,17,58
1251,1251,16,5,6,8,154
1252,1252,11,1,1,25,103
1253,1253,16,5,6,13,152
1254,1254,18,15,8,2,83
1255,1255,14,21,5,13,181
1256,1256,13,1,7,16,115
1257,1257,5,4,0,7,125
1258,1258,6,17,6,24,44
1259,1259,15,20,8,1,204
1260,1260,19,17,0,3,77
1261,1261,16,29,3,23,148
1262,1262,6,28,5,8,75
1263,1263,17,6,7,12,202
1264,1264,1,11,9,13,169
1265,1265,17,7,9,12,201
1266,1266,1,19,2,20,177
1267,1267,1,18,8,15,214
1268,1268,1,10,5,6,205
1269,1269,14,7,9,24,183
1270,1270,0,16,6,20,119
1271,1271,19,13,7,27,81
1272,1272,2,22,3,4,204
1273,1273,8,4,5,9,194
1274,1274,6,2,8,22,60
1275,1275,1,18,3,1,160
1276,1276,13,18,9,11,141
1277,1277,6,12,0,27,52
1278,1278,3,3,1,17,204
1279,1279,13,20,6,22,111
1280,1280,4,11,7,8,167
1281,1281,10,17,4,19,104
1282,1282,1,7,5,18,206
1283,1283,0,22,9,9,122
1284,1284,12,16,6,26,110
1285,1285,13,26,8,20,124
1286,1286,6,29,2,5,73
1287,1287,16,20,6,17,155
1288,1288,16,29,4,25,154
1289,1289,11,20,6,4,119
1290,1290,5,5,8,25,96
1291,1291,10,18,7,18,141
1292,1292,8,5,8,22,137
1293,1293,0,20,0,22,123
1294,1294,16,11,7,13,156
1295,1295,6,16,9,3,65
1296,1296,1,2,1,25,184
1297,1297,11,12,8,10,101
1298,1298,10,15,6,11,100
1299,1299,4,21,7,1,190
1300,1300,13,27,3,10,100
1301,1301,1,18,6,15,230
1302,1302,3,19,5,7,206
1303,1303,4,19,3,7,143
1304,1304,15,15,6,6,185
1305,1305,2,6,6,24,214
1306,1306,1,25,5,8,175
1307,1307,14,13,2,27,189
1308,1308,3,3,0,7,181
1309,1309,0,21,1,9,119
1310,1310,11,25,8,25,96
1311,1311,16,0,4,6,148
1312,1312,12,10,3,1,109
1313,1313,16,27,2,22,152
1314,1314,13,15,4,21,129
1315,1315,5,10,2,25,120
1316,1316,3,10,3,27,212
1317,1317,11,25,4,7,91
1318,1318,14,6,4,19,188
1319,1319,8,17,9,19,200
1320,1320,12,10,0,20,82
1321,1321,1,19,4,7,200
1322,1322,9,10,2,29,61
1323,1323,18,2,6,0,97
1324,1324,13,22,7,17,120
1325,1325,6,10,5,18,41
1326,1326,11,25,6,18,130
1327,1327,17,19,9,4,199
1328,1328,14,3,3,1,180
1329,1329,15,10,6,6,206
1330,1330,3,24,1,6,191
1331,1331,9,23,1,7,62
1332,1332,0,9,3,22,119
1333,1333,3,25,3,18,206
1334,1334,13,20,1,22,115
1335,1335,13,10,2,23,97
1336,1336,7,9,8,25,129
1337,1337,19,21,2,17,117
1338,1338,16,15,4,2,149
1339,1339,7,15,9,19,153
1340,1340,3,2,6,13,170
1341,1341,10,14,7,16,151
1342,1342,10,21,5,9,114
1343,1343,16,15,8,16,153
1344,1344,3,22,1,15,189
1345,1345,6,29,9,22,53
1346,1346,18,4,9,8,102
1347,1347,0,29,6,19,123
1348,1348,19,4,2,15,104
1349,1349,13,29,2,2,141
1350,1350,6,13,8,1,64
1351,1351,10,25,1,0,123
1352,1352,1,19,7,17,213
1353,1353,1,8,7,27,227
1354,1354,8,7,8,3,128
1355,1355,9,23,3,2,75
1356,1356,0,29,9,4,121
1357,1357,5,24,8,20,94
1358,1358,19,28,0,12,72
1359,1359,3,29,0,13,184
1360,1360,13,8,9,7,127
1361,1361,12,25,2,10,84
1362,1362,3,5,0,19,165
1363,1363,19,0,1,10,80
1364,1364,11,29,5,0,117
1365,1365,15,11,1,0,205
1366,1366,8,6,0,18,201
1367,1367,9,24,0,18,81
1368,1368,13,13,8,2,109
1369,1369,19,22,1,17,105
1370,1370,16,20,2,29,151
1371,1371,13,3,9,4,111
1372,1372,7,15,0,13,133
1373,1373,8,4,6,3,160
1374,1374,12,12,3,23,93
1375,1375,2,13,1,7,213
1376,1376,6,12,4,18,83
1377,1377,1,25,2,11,224
1378,1378,2,5,0,4,203
1379,1379,9,25,3,20,57
1380,1380,6,16,1,5,67
1381,1381,17,28,9,17,196
1382,1382,18,27,2,22,58
1383,1383,3,18,1,27,216
1384,1384,17,1,6,10,195
1385,1385,10,8,0,26,121
1386,1386,18,8,9,23,77
1387,1387,10,16,9,20,153
1388,1388,6,13,6,10,46
1389,1389,14,15,5,5,178
1390,1390,12,26,9,0,89
1391,1391,0,14,6,18,119
1392,1392,13,0,4,29,122
1393,1393,0,26,3,6,121
1394,1394,18,26,6,3,75
1395,1395,19,11,8,20,113
1396,1396,18,10,1,9,88
1397,1397,6,2,2,1,46
1398,1398,2,29,8,20,206
1399,1399,2,24,8,23,216
1400,1400,5,22,7,24,103
1401,1401,18,23,4,14,62
1402,1402,0,16,8,15,119
1403,1403,3,12,1,21,175
1404,1404,16,4,2,25,157
1405,1405,5,18,3,26,126
1406,1406,13,3,5,27,94
1407,1407,16,15,1,29,161
1408,1408,8,10,9,11,201
1409,1409,3,0,1,18,188
1410,1410,2,4,1,25,209
1411,1411,19,19,2,7,107
1412,1412,10,26,2,15,114
1413,1413,0,19,5,26,122
1414,1414,6,24,4,25,79
1415,1415,8,10,2,28,157
1416,1416,14,6,9,3,186
1417,1417,1,25,4,14,214
1418,1418,2,13,1,13,204
1419,1419,14,3,1,9,196
1420,1420,15,25,8,18,190
1421,1421,1,18,6,25,190
1422,1422,14,0,9,27,194
1423,1423,4,9,7,5,185
1424,1424,18,16,5,28,77
1425,1425,19,25,0,15,95
1426,1426,13,15,1,7,96
1427,1427,3,16,8,2,172
1428,1428,17,20,3,18,199
1429,1429,0,20,8,4,121
1430,1430,13,23,4,19,101
1431,1431,6,25,7,0,41
1432,1432,3,9,2,14,165
1433,1433,4,12,4,6,189
1434,1434,9,13,1,26,99
1435,1435,9,24,3,3,93
1436,1436,5,3,2,12,131
1437,1437,14,15,5,29,195
1438,1438,18,21,5,13,98
1439,1439,19,17,9,4,100
1440,1440,13,1,7,18,92
1441,1441,2,21,9,22,204
1442,1442,4,15,7,14,136
1443,1443,14,2,1,9,179
1444,1444,12,10,3,4,87
1445,1445,9,24,1,23,104
1446,1446,10,3,0,18,130
1447,1447,12,4,5,12,84
1448,1448,7,3,9,8,119
1449,1449,8,20,3,18,180
1450,1450,9,3,2,11,74
1451,1451,8,26,2,19,164
1452,1452,18,24,6,7,78
1453,1453,1,23,0,4,181
1454,1454,2,4,0,25,219
1455,1455,15,7,0,27,198
1456,1456,12,22,0,16,94
1457,1457,15,11,3,24,211
1458,1458,11,22,3,9,98
1459,1459,7,12,0,6,129
1460,1460,19,23,9,16,76
1461,1461,0,24,2,0,120
1462,1462,15,17,1,2,180
1463,1463,7,1,1,4,152
1464,1464,0,7,4,26,123
1465,1465,1,16,0,22,170
1466,1466,19,21,9,11,87
1467,1467,8,16,8,19,198
1468,1468,8,15,0,16,202
1469,1469,11,13,0,14,106
1470,1470,9,9,1,23,76
1471,1471,15,15,9,0,188
1472,1472,13,22,7,19,122
1473,1473,17,16,3,3,196
1474,1474,12,8,3,15,83
1475,1475,18,6,9,23,57
1476,1476,4,14,2,1,162
1477,1477,10,20,1,4,122
1478,1478,10,29,5,20,114
1479,1479,18,10,0,1,65
1480,1480,4,11,2,8,161
1481,1481,5,1,6,15,140
1482,1482,2,2,5,22,213
1483,1483,17,18,8,17,201
1484,1484,0,1,5,5,122
1485,1485,15,20,7,29,197
1486,1486,6,15,1,2,38
1487,1487,5,24,9,22,135
1488,1488,8,23,4,15,175
1489,1489,9,1,3,4,67
1490,1490,13,23,5,29,129
1491,1491,17,28,5,21,186
1492,1492,9,6,3,18,71
1493,1493,19,29,8,7,116
1494,1494,2,9,9,27,200
1495,1495,7,0,9,7,165
1496,1496,15,0,0,29,186
1497,1497,18,9,5,15,78
1498,1498,13,5,0,12,140
1499,1499,15,22,2,6,212
1500,1500,7,21,0,0,147
1501,1501,7,7,7,24,139
1502,1502,11,11,2,19,113
1503,1503,8,17,5,6,163
1504,1504,17,8,2,26,188
1505,1505,16,17,2,17,162
1506,1506,13,29,0,10,131
1507,1507,0,20,5,4,120
1508,1508,9,13,8,19,100
1509,1509,4,26,6,9,131
1510,1510,18,9,9,20,71
1511,1511,18,8,1,3,99
1512,1512,10,11,0,13,150
1513,1513,18,5,0,29,69
1514,1514,10,25,0,10,88
1515,1515,4,24,6,29,135
1516,1516,18,11,2,3,65
1517,1517,15,18,1,20,208
1518,1518,19,2,8,25,90
1519,1519,18,26,8,17,60
1520,1520,0,12,1,23,121
1521,1521,2,25,7,27,215
1522,1522,3,15,5,1,203
1523,1523,16,0,5,15,151
1524,1524,11,23,8,24,133
1525,1525,9,2,5,27,66
1526,1526,16,22,7,5,152
1527,1527,7,21,6,9,161
1528,1528,8,20,0,25,200
1529,1529,14,14,3,16,193
1530,1530,11,9,9,25,129
1531,1531,19,13,8,23,78
1532,1532,19,10,0,3,71
1533,1533,15,5,4,18,195
1534,1534,0,14,1,25,122
1535,1535,17,25,4,26,199
1536,1536,8,10,6,19,128
1537,1537,7,18,0,2,150
1538,1538,16,19,9,22,150
1539,1539,8,6,6,28,139
1540,1540,5,20,0,21,93
1541,1541,10,19,9,2,155
1542,1542,14,16,3,18,178
1543,1543,19,7,4,8,79
1544,1544,0,27,8,21,121
1545,1545,5,8,2,6,132
1546,1546,16,5,4,11,148
1547,1547,9,10,9,22,83
1548,1548,17,7,4,7,187
1549,1549,8,0,0,22,150
1550,1550,5,11,6,21,107
1551,1551,14,12,0,0,196
1552,1552,3,28,4,20,167
1553,1553,13,21,2,11,110
1554,1554,8,24,3,23,205
1555,1555,13,13,9,7,87
1556,1556,17,18,5,19,184
1557,1557,5,23,6,22,119
1558,1558,4,0,3,11,186
1559,1559,3,4,9,20,195
1560,1560,8,24,7,16,123
1561,1561,1,14,5,11,222
1562,1562,19,25,2,16,98
1563,1563,3,0,5,19,181
1564,1564,0,20,6,29,121
1565,1565,2,18,3,26,214
1566,1566,9,5,8,15,54
1567,1567,4,25,0,11,175
1568,1568,18,10,8,0,88
1569,1569,11,23,6,4,139
1570,1570,1,26,0,11,179
1571,1571,4,21,5,24,190
1572,1572,6,16,0,2,63
1573,1573,10,28,6,1,124
1574,1574,18,4,4,8,89
1575,1575,11,20,9,1,127
1576,1576,14,19,1,22,193
1577,1577,17,21,3,17,191
1578,1578,17,24,2,16,199
1579,1579,9,3,5,17,96
1580,1580,4,21,3,23,166
1581,1581,19,15,2,13,115
1582,1582,1,11,8,7,166
1583,1583,5,23,9,2,101
1584,1584,10,3,2,23,88
1585,1585,10,13,5,27,135
1586,1586,5,26,8,14,121
1587,1587,18,21,6,0,71
1588,1588,2,26,2,12,206
1589,1589,12,15,2,17,99
1590,1590,17,20,1,17,202
1591,1591,3,8,6,4,182
1592,1592,6,10,1,29,82
1593,1593,19,7,1,10,72
1594,1594,2,15,9,10,202
1595,1595,16,9,4,11,159
1596,1596,9,11,8,19,68
1597,1597,2,2,9,16,210
1598,1598,8,19,5,16,145
1599,1599,0,3,9,15,121
1600,1600,8,22,6,21,137
1601,1601,2,18,2,23,219
1602,1602,2,10,5,7,206
1603,1603,3,16,6,6,203
1604,1604,13,7,3,11,99
1605,1605,1,0,3,28,197
1606,1606,19,24,0,3,83
1607,1607,16,15,3,4,157
1608,1608,17,3,2,5,195
1609,1609,6,4,6,23,85
1610,1610,4,2,0,17,130
1611,1611,11,26,9,29,136
1612,1612,10,19,3,4,95
1613,1613,11,26,4,7,141
1614,1614,5,10,0,4,117
1615,1615,6,27,7,25,42
1616,1616,3,12,8,4,203
1617,1617,13,27,6,20,140
1618,1618,5,29,1,5,134
1619,1619,15,28,2,9,193
1620,1620,7,17,4,4,120
1621,1621,14,19,6,7,179
1622,1622,13,11,1,17,130
1623,1623,15,19,3,27,216
1624,1624,14,6,7,24,179
1625,1625,8,9,7,24,201
1626,1626,14,13,5,9,193
1627,1627,8,7,0,9,128
1628,1628,16,15,8,13,161
1629,1629,5,4,4,0,93
1630,1630,14,9,1,16,180
1631,1631,8,10,9,9,205
1632,1632,17,21,3,15,202
1633,1633,2,9,6,26,219
1634,1634,10,13,2,20,119
1635,1635,10,21,8,19,117
1636,1636,1,3,0,22,209
1637,1637,18,20,9,26,88
1638,1638,11,7,6,11,115
1639,1639,12,12,9,12,91
1640,1640,0,22,6,16,120
1641,1641,17,29,4,16,198
1642,1642,6,6,4,26,78
1643,1643,8,27,2,19,128
1644,1644,6,19,4,21,74
1645,1645,18,23,8,7,88
1646,1646,14,24,0,20,194
1647,1647,6,12,7,14,45
1648,1648,9,28,5,3,97
1649,1649,10,24,6,23,142
1650,1650,12,11,2,22,100
1651,1651,18,19,4,1,67
1652,1652,17,7,1,12,203
1653,1653,14,22,4,2,180
1654,1654,3,25,1,14,200
1655,1655,19,29,8,27,87
1656,1656,16,18,7,12,158
1657,1657,1,4,3,10,177
1658,1658,11,8,5,25,100
1659,1659,6,28,9,6,48
1660,1660,7,27,9,9,158
1661,1661,7,4,2,21,166
1662,1662,4,13,9,1,194
1663,1663,6,3,8,9,48
1664,1664,9,8,9,6,54
1665,1665,14,18,8,20,187
1666,1666,3,3,9,15,215
1667,1667,3,9,3,29,217
1668,1668,8,20,5,16,192
1669,1669,19,18,4,11,73
1670,1670,7,20,6,6,149
1671,1671,13,12,4,9,92
1672,1672,7,6,1,18,119
1673,1673,12,18,5,13,98
1674,1674,15,22,0,27,201
1675,1675,7,26,8,14,161
1676,1676,17,22,9,12,199
1677,1677,14,18,2,24,196
1678,1678,5,26,5,8,116
1679,1679,6,4,1,8,48
1680,1680,12,27,3,12,101
1681,1681,9,27,3,8,98
1682,1682,16,2,9,1,154
1683,1683,6,27,1,29,50
1684,1684,9,23,9,16,90
1685,1685,9,26,1,8,98
1686,1686,19,1,3,18,91
1687,1687,15,7,0,20,192
1688,1688,5,27,4,0,110
1689,1689,8,12,7,25,198
1690,1690,12,6,9,17,109
1691,1691,7,10,7,10,132
1692,1692,11,15,1,8,106
1693,1693,17,28,1,8,195
1694,1694,16,12,2,16,149
1695,1695,16,17,9,17,150
1696,1696,12,8,7,14,86
1697,1697,18,25,7,25,97
1698,1698,5,9,1,20,119
1699,1699,18,4,0,25,103
1700,1700,8,11,1,24,200
1701,1701,9,11,9,23,80
1702,1702,3,26,5,26,202
1703,1703,12,29,2,25,85
1704,1704,14,9,1,0,190
1705,1705,5,17,0,7,95
1706,1706,18,10,3,25,52
1707,1707,12,24,0,27,78
1708,1708,15,21,3,12,182
1709,1709,19,8,4,10,113
1710,1710,4,29,6,27,137
1711,1711,4,2,5,7,185
1712,1712,12,8,0,1,83
1713,1713,3,0,1,1,181
1714,1714,18,25,1,16,96
1715,1715,0,25,0,20,121
1716,1716,14,23,1,17,178
1717,1717,11,23,5,1,98
1718,1718,8,26,1,23,200
1719,1719,6,20,1,12,63
1720,1720,12,4,8,4,94
1721,1721,3,1,0,27,214
1722,1722,6,11,9,11,75
1723,1723,6,29,5,5,63
1724,1724,15,15,1,27,187
1725,1725,19,29,7,19,107
1726,1726,8,17,2,12,135
1727,1727,19,29,1,7,84
1728,1728,11,15,4,8,123
1729,1729,6,23,9,27,68
1730,1730,9,5,4,21,90
1731,1731,2,16,4,5,211
1732,1732,18,19,8,24,81
1733,1733,11,9,5,19,133
1734,1734,16,28,8,4,155
1735,1735,1,7,7,12,158
1736,1736,14,16,3,5,197
1737,1737,7,0,8,14,161
1738,1738,7,12,0,1,151
1739,1739,16,0,9,19,153
1740,1740,19,5,8,20,107
1741,1741,2,12,6,25,217
1742,1742,5,5,5,15,124
1743,1743,9,29,8,1,60
1744,1744,6,23,3,26,63
1745,1745,19,11,8,5,87
1746,1746,5,28,7,19,119
1747,1747,6,21,5,21,44
1748,1748,14,1,5,0,181
1749,1749,19,18,0,0,113
1750,1750,12,13,3,25,101
1751,1751,18,14,9,23,72
1752,1752,13,8,1,14,134
1753,1753,13,23,2,12,128
1754,1754,0,13,7,2,120
1755,1755,8,3,0,26,197
1756,1756,17,0,1,10,197
1757,1757,17,12,2,3,188
1758,1758,2,7,7,19,202
1759,1759,3,6,0,27,166
1760,1760,1,10,7,6,179
1761,1761,14,23,7,4,191
1762,1762,19,15,2,5,106
1763,1763,7,18,5,7,144
1764,1764,6,27,6,27,75
1765,1765,2,13,1,28,201
1766,1766,0,27,3,5,119
1767,1767,12,21,3,7,93
1768,1768,2,2,4,26,206
1769,1769,2,3,5,27,217
1770,1770,3,12,5,12,216
1771,1771,18,18,1,25,76
1772,1772,3,6,3,13,176
1773,1773,3,1,6,16,182
1774,1774,14,19,7,29,179
1775,1775,1,5,0,4,170
1776,1776,1,5,8,20,235
1777,1777,16,4,4,21,155
1778,1778,18,19,1,13,90
1779,1779,0,17,0,23,120
1780,1780,15,4,4,18,208
1781,1781,14,24,8,8,185
1782,1782,2,7,7,4,218
1783,1783,9,27,9,5,105
1784,1784,17,7,8,5,205
1785,1785,10,14,6,24,92
1786,1786,3,22,8,20,177
1787,1787,15,12,3,5,206
1788,1788,7,20,0,6,149
1789,1789,2,4,2,22,200
1790,1790,12,13,7,12,92
1791,1791,16,14,2,17,155
1792,1792,14,0,3,14,195
1793,1793,2,29,7,20,201
1794,1794,10,9,0,22,132
1795,1795,9,19,2,28,50
1796,1796,11,21,3,19,120
1797,1797,6,4,8,22,43
1798,1798,1,13,8,8,197
1799,1799,5,4,5,12,129
1800,1800,2,4,5,27,205
1801,1801,6,16,4,2,78
1802,1802,2,12,6,12,211
1803,1803,19,5,5,15,116
1804,1804,13,28,4,10,100
1805,1805,6,1,6,3,69
1806,1806,1,12,9,12,202
1807,1807,16,4,5,4,155
1808,1808,14,26,3,13,178
1809,1809,4,24,4,27,167
1810,1810,0,18,3,12,123
1811,1811,5,13,4,28,137
1812,1812,15,20,4,24,185
1813,1813,15,18,5,7,201
1814,1814,2,27,8,16,216
1815,1815,4,16,9,26,163
1816,1816,19,10,8,1,108
1817,1817,10,14,9,2,125
1818,1818,14,3,5,2,190
1819,1819,14,19,9,2,184
1820,1820,10,1,2,8,94
1821,1821,3,24,2,0,208
1822,1822,12,19,2,12,88
1823,1823,10,14,3,3,97
1824,1824,19,29,3,16,117
1825,1825,19,12,5,27,106
1826,1826,18,25,5,10,57
1827,1827,2,4,0,0,213
1828,1828,19,25,1,10,101
1829,1829,10,2,0,11,93
1830,1830,17,13,2,3,204
1831,1831,16,20,0,28,159
1832,1832,6,4,0,7,78
1833,1833,3,1,1,9,217
1834,1834,7,13,4,19,131
1835,1835,10,21,0,0,159
1836,1836,18,25,1,18,78
1837,1837,18,3,9,7,90
1838,1838,16,19,7,28,146
1839,1839,14,17,3,23,197
1840,1840,3,18,1,23,174
1841,1841,15,3,8,25,188
1842,1842,1,11,4,11,234
1843,1843,5,5,5,25,92
1844,1844,6,19,5,28,81
1845,1845,0,7,2,25,122
1846,1846,8,7,0,13,182
1847,1847,12,9,5,2,92
1848,1848,3,14,8,4,216
1849,1849,1,27,7,24,208
1850,1850,18,6,8,17,67
1851,1851,2,27,8,0,215
1852,1852,18,1,2,9,83
1853,1853,15,29,4,16,179
1854,1854,16,6,2,4,155
1855,1855,5,16,7,29,132
1856,1856,7,22,6,4,155
1857,1857,16,29,4,4,152
1858,1858,13,20,7,4,110
1859,1859,3,19,8,19,209
1860,1860,12,19,6,23,107
1861,1861,11,18,6,19,123
1862,1862,6,14,4,29,75
1863,1863,8,9,7,3,203
